id,gid,UF,nome,Censo,PIB,Pop_est_2009,PIB_percapita,classe,desemprego,Pop_ativa_est_2009,estimat_pop_desemprego
5545,1532,RORAIMA,Uiramutã,2010,53429.1328125,7934,6734.20019531,1,7,4840,339
5258,1533,CEARÁ,Icó,2010,238603.390625,65612,3636.58007812,1,6.2,40023,2481
2226,1534,CEARÁ,Iguatu,2010,602302.25,97203,6196.33007812,1,5.2,68042,3538
5397,1535,CEARÁ,Independência,2010,106890.046875,26317,4061.62988281,1,5.7,19606,1118
1463,1536,CEARÁ,Ipaporanga,2010,34297.74609375,11768,2914.48999023,1,6.2,7708,478
515,1537,CEARÁ,Ipaumirim,2010,42898.6640625,11999,3575.18994141,1,5.5,7319,403
3649,1538,CEARÁ,Ipu,2010,161581.125,41052,3936.01000977,1,5,28736,1437
3732,1539,CEARÁ,Ipueiras,2010,135950.578125,39288,3460.36010742,1,5.4,23966,1294
2530,1540,CEARÁ,Irauçuba,2010,76568.03125,23309,3284.90991211,1,5.6,15267,855
1165,1541,CEARÁ,Itaiçaba,2010,27905.3046875,7955,3507.89990234,1,4.8,5211,250
4042,1542,CEARÁ,Itaitinga,2010,159719.203125,32678,4887.66992188,1,6.4,21404,1370
3607,1543,CEARÁ,Itapagé,2010,249719.25,47354,5273.45996094,1,5.7,28886,1647
3542,1544,CEARÁ,Itapiúna,2010,57058.2109375,18610,3066,1,5.3,12190,646
2062,1545,CEARÁ,Bela Cruz,2010,101760.7265625,30900,3293.22998047,1,4.9,20240,992
378,1546,CEARÁ,Boa Viagem,2010,195497.71875,56236,3476.37988281,1,5.9,39365,2323
2950,1547,CEARÁ,Brejo Santo,2010,191745.0625,41266,4646.56005859,1,5.9,30743,1814
5495,1548,CEARÁ,Camocim,2010,264770.375,61278,4320.81005859,1,6.2,40137,2488
4703,1549,CEARÁ,Campos Sales,2010,98834.7265625,26417,3741.33007812,1,4.1,16114,661
1070,1550,CEARÁ,Canindé,2010,307797,77552,3968.90991211,1,4.5,57776,2600
2801,1551,CEARÁ,Capistrano,2010,52476.46875,17033,3080.87011719,1,5.6,11157,625
2609,1552,CEARÁ,Caridade,2010,59368.80078125,19233,3086.82006836,1,6,13463,808
772,1553,CEARÁ,Cariré,2010,64836.63671875,19132,3388.90991211,1,4.9,14253,698
3103,1554,CEARÁ,Caririaçu,2010,87100.125,27380,3181.15991211,1,4.8,19166,920
646,1555,CEARÁ,Cariús,2010,58676.28125,19338,3034.25,1,4.8,12666,608
1889,1556,CEARÁ,Carnaubal,2010,65062.3125,16755,3883.15991211,1,4.1,11729,481
5083,1557,CEARÁ,Cascavel,2010,388962.96875,67956,5723.75,1,6,47569,2854
4676,1558,CEARÁ,Catarina,2010,47258.05078125,18010,2623.98999023,1,5.9,10986,648
1678,1559,CEARÁ,Catunda,2010,37783.76171875,11198,3374.14990234,1,5.3,7335,389
4067,1560,CEARÁ,Caucaia,2010,2192431,334364,6557.02001953,1,5.2,234055,12171
1352,1561,CEARÁ,Cedro,2010,90544.5234375,25591,3538.13989258,1,4,15611,624
4130,1562,CEARÁ,Chaval,2010,44181.80078125,12644,3494.29003906,1,4.2,9420,396
2518,1563,CEARÁ,Coreaú,2010,69442.953125,22215,3125.94995117,1,6.2,14551,902
4700,1564,CEARÁ,Crateús,2010,331236.40625,75249,4401.87011719,1,6,49288,2957
609,1565,CEARÁ,Crato,2010,726944.0625,116759,6226.02001953,1,5.6,71223,3988
319,1566,RIO GRANDE DO NORTE,São José de Mipibu,2010,224160.21875,38404,5836.89990234,1,9.2,25155,2314
2536,1567,RIO GRANDE DO NORTE,Santo Antônio,2010,106386.3203125,22071,4820.18994141,1,9.5,14457,1373
5053,1568,RIO GRANDE DO NORTE,Vera Cruz,2010,49257.3515625,10861,4535.25,1,8.5,8091,688
4621,1569,RIO GRANDE DO SUL,Imbé,2010,188084.265625,16301,11538.20019531,2,4.6,10677,491
896,1570,SERGIPE,Macambira,2010,29790.82617188,6554,4545.43994141,1,9.5,3998,380
2433,1571,SERGIPE,Pedra Mole,2010,17142.58007812,2878,5956.41992188,1,9.6,1885,181
333,1572,AMAZONAS,Manaus,2010,40486108,1738641,23286.06054688,3,8.4,1060571,89088
2412,1573,ESPIRITO SANTO,Castelo,2010,319573.6875,33212,9622.24023438,1,8.1,23248,1883
2091,1574,ESPIRITO SANTO,Alegre,2010,228743.390625,31143,7344.93994141,1,7.8,20399,1591
1780,1575,ESPIRITO SANTO,Cachoeiro de Itapemirim,2010,2399003.25,201259,11919.98046875,2,7.2,140881,10143
5257,1576,ESPIRITO SANTO,Jerônimo Monteiro,2010,72231.8515625,11235,6429.18017578,1,6.6,7864,519
2772,1577,CEARÁ,Graça,2010,48560.41015625,15949,3044.72998047,1,5.3,11882,630
614,1578,CEARÁ,Granjeiro,2010,19908.97460938,4999,3982.59008789,1,6.3,3724,235
1512,1579,CEARÁ,Groaíras,2010,33190.703125,9971,3328.7199707,1,6,6082,365
2955,1580,CEARÁ,Guaiúba,2010,82031.0625,23853,3439.0300293,1,4.3,16697,718
2648,1581,CEARÁ,Guaraciaba do Norte,2010,177781,38406,4628.99023438,1,6.3,26884,1694
580,1582,CEARÁ,Guaramiranga,2010,25825.7578125,4070,6345.39990234,1,5.4,3032,164
866,1583,CEARÁ,Hidrolândia,2010,76112.5234375,19252,3953.48999023,1,6,13476,809
927,1584,CEARÁ,Horizonte,2010,1067819,54362,19642.75,2,5.2,40500,2106
4648,1585,MARANHÃO,Cantanhede,2010,59457.3125,19564,3039.12011719,1,6.3,12814,807
193,1586,MARANHÃO,Capinzal do Norte,2010,44285.91796875,10688,4143.52001953,1,6.2,7963,494
4127,1587,MARANHÃO,Carolina,2010,117392.609375,25257,4647.91992188,1,7.2,16543,1191
376,1588,MARANHÃO,Carutapera,2010,67091.46875,21121,3176.5300293,1,407,13834,56304
3859,1589,MARANHÃO,Caxias,2010,825527.0625,148072,5575.16992188,1,7.1,96987,6886
2709,1590,MARANHÃO,Cedral,2010,30859.44335938,10152,3039.73999023,1,5.4,7106,384
3196,1591,MARANHÃO,Central do Maranhão,2010,23766.75390625,9246,2570.48999023,1,7.1,6056,430
4091,1592,MARANHÃO,Centro do Guilherme,2010,35058.98828125,7432,4717.29980469,1,5.7,4534,258
2001,1593,MARANHÃO,Centro Novo do Maranhão,2010,119718.2265625,15668,7640.93994141,1,6.9,11673,805
2900,1594,MARANHÃO,Chapadinha,2010,277768.03125,70537,3937.90991211,1,6.5,49376,3209
3319,1595,MARANHÃO,Cidelândia,2010,81823.40625,12866,6359.66015625,1,6.3,8427,531
4038,1596,MARANHÃO,Codó,2010,493036.34375,113937,4327.27001953,1,6.2,79756,4945
3346,1597,MARANHÃO,Coelho Neto,2010,157696.421875,45624,3456.43994141,1,6.2,29884,1853
918,1598,MARANHÃO,Colinas,2010,132661.1875,36787,3606.19995117,1,6.2,27406,1699
1713,1599,MARANHÃO,Conceição do Lago-Açu,2010,48036.515625,14909,3221.97998047,1,7.4,11107,822
3964,1600,MARANHÃO,Coroatá,2010,187734.1875,63081,2976.08007812,1,6.2,41318,2562
1490,1601,MARANHÃO,Cururupu,2010,107963.34375,35108,3075.17993164,1,7,22996,1610
1224,1602,MARANHÃO,Davinópolis,2010,35339.9140625,12091,2922.83007812,1,5.9,7376,435
4747,1603,MARANHÃO,Dom Pedro,2010,79900.609375,22086,3617.69995117,1,5.3,14466,767
490,1604,MARANHÃO,Duque Bacelar,2010,31129.71484375,10827,2875.18994141,1,6,7579,455
1436,1605,RIO GRANDE DO NORTE,São Paulo do Potengi,2010,87246.09375,15017,5809.81982422,1,9.5,9836,934
3927,1606,RIO GRANDE DO NORTE,Umarizal,2010,54438.6328125,10913,4988.41992188,1,9.3,7639,710
3334,1607,RIO GRANDE DO NORTE,Bom Jesus,2010,41508.27734375,8725,4757.39990234,1,10.4,5322,553
1846,1608,RIO GRANDE DO NORTE,Augusto Severo,2010,39951.48046875,9203,4341.14013672,1,10.5,6028,633
4149,1609,ESPIRITO SANTO,Muqui,2010,93014.5546875,14377,6469.68017578,1,7.9,9417,744
599,1610,ESPIRITO SANTO,Atilio Vivacqua,2010,98105.6171875,9361,10480.25,2,8.2,6131,503
1786,1611,RIO GRANDE DO NORTE,Doutor Severiano,2010,26936.34179688,6616,4071.38989258,1,10.6,4929,522
2628,1612,RIO GRANDE DO NORTE,São Bento do Trairí,2010,17591.51171875,3875,4539.75,1,10.1,2538,256
1029,1613,SÃO PAULO,Santo André,2010,14709603,673396,21843.91015625,2,6.9,441074,30434
3886,1614,RIO GRANDE DO NORTE,Jundiá,2010,16786.94921875,3663,4582.83984375,1,10.7,2399,257
4135,1615,RIO GRANDE DO NORTE,Goianinha,2010,137463.171875,21321,6447.31005859,1,9.9,15884,1573
1968,1616,SÃO PAULO,Araçoiaba da Serra,2010,259788.671875,26626,9756.95019531,2,6.7,17440,1168
2096,1617,SÃO PAULO,Iperó,2010,353688,27526,12849.23046875,2,5.8,19268,1118
2870,1618,MARANHÃO,Esperantinópolis,2010,64343.0546875,18815,3419.77001953,1,5.6,14017,785
2134,1619,MARANHÃO,Estreito,2010,269802.40625,27756,9720.50976562,2,6.6,20678,1365
3064,1620,MARANHÃO,Feira Nova do Maranhão,2010,32300.70117188,7899,4089.20996094,1,5.5,5885,324
3874,1621,MARANHÃO,Fernando Falcão,2010,36901.5859375,8765,4210.10986328,1,5.3,6136,325
3206,1622,MARANHÃO,Formosa da Serra Negra,2010,64831.62109375,17792,3643.86010742,1,6.7,10853,727
4370,1623,MARANHÃO,Fortaleza dos Nogueiras,2010,80252.7421875,11972,6703.37011719,1,6.8,8380,570
3045,1624,MARANHÃO,Fortuna,2010,54452.68359375,14922,3649.14990234,1,7.1,11117,789
445,1625,MARANHÃO,Governador Edison Lobão,2010,59880.09375,14921,4013.13989258,1,6.5,9773,635
603,1626,MARANHÃO,Governador Eugênio Barros,2010,51424.3125,16503,3116.06005859,1,5.3,10809,573
161,1627,MARANHÃO,Governador Luiz Rocha,2010,23451.05078125,7144,3282.62011719,1,6.4,4358,279
4645,1628,MARANHÃO,Governador Newton Bello,2010,52123.2421875,11642,4477.16992188,1,6.2,8673,538
708,1629,MARANHÃO,Governador Nunes Freire,2010,82837.78125,24520,3378.37988281,1,6.6,16061,1060
496,1630,MARANHÃO,Graça Aranha,2010,23405.97070312,6470,3617.62011719,1,5.9,4820,284
1573,1631,MARANHÃO,Grajaú,2010,277077.53125,56633,4892.50976562,1,7.2,37095,2671
2400,1632,MARANHÃO,Guimarães,2010,39999.6015625,12740,3139.68994141,1,7.4,7771,575
5434,1633,MARANHÃO,Humberto de Campos,2010,76256.4921875,25403,3001.87011719,1,7.2,15496,1116
4331,1634,MARANHÃO,Icatu,2010,73257.6875,25557,2866.43994141,1,6.7,19040,1276
4659,1635,MARANHÃO,Igarapé do Meio,2010,75123.78125,12291,6112.10009766,1,6.4,9157,586
740,1636,MARANHÃO,Igarapé Grande,2010,44660.359375,11121,4015.86010742,1,6.5,7284,473
4521,1637,MARANHÃO,Imperatriz,2010,2000734.5,236691,8452.94042969,1,5.4,176335,9522
2757,1638,MARANHÃO,Itapecuru Mirim,2010,213359.203125,56810,3755.65991211,1,5.4,39767,2147
1056,1639,RIO GRANDE DO NORTE,Água Nova,2010,13867.89453125,2952,4697.79980469,1,10.2,1934,197
5085,1640,RIO DE JANEIRO,Itaperuna,2010,1283837.125,99454,12908.84960938,2,8.9,74093,6594
743,1641,RIO DE JANEIRO,Laje do Muriaé,2010,75228.75,7997,9407.12011719,1,9,5598,504
4502,1642,RIO GRANDE DO NORTE,Lucrécia,2010,17092.44921875,3550,4814.77001953,1,9.5,2485,236
1991,1643,RIO GRANDE DO NORTE,Carnaúba dos Dantas,2010,33648.24609375,7083,4750.56005859,1,8.4,4321,363
4897,1644,RIO GRANDE DO NORTE,Encanto,2010,23171.35546875,5365,4318.99023438,1,10.7,3514,376
656,1645,RIO GRANDE DO NORTE,Lagoa Salgada,2010,31882.97070312,7449,4280.16992188,1,9.1,4544,414
4181,1646,RIO GRANDE DO NORTE,Timbaúba dos Batistas,2010,14699.06347656,2380,6176.08007812,1,9.4,1773,167
872,1647,RIO GRANDE DO NORTE,Upanema,2010,81584.1875,13334,6118.50976562,1,10.3,9934,1023
3204,1648,RIO GRANDE DO NORTE,Pau dos Ferros,2010,190029.671875,27809,6833.39013672,1,9.1,19466,1771
4669,1649,RIO GRANDE DO NORTE,Lagoa Nova,2010,54598.9765625,13718,3980.10009766,1,9.2,8368,770
648,1650,MARANHÃO,Itinga do Maranhão,2010,137673.25,26125,5269.79003906,1,7.4,17112,1266
2954,1651,MARANHÃO,Jatobá,2010,26733.35546875,8909,3000.70996094,1,6.8,6236,424
2346,1652,MARANHÃO,Jenipapo dos Vieiras,2010,51609.3203125,15438,3343.01000977,1,5.4,10807,584
5342,1653,MARANHÃO,João Lisboa,2010,89842.2734375,20395,4405.10986328,1,5.5,12441,684
31,1654,MARANHÃO,Joselândia,2010,60842.48046875,16188,3758.48999023,1,7,12060,844
3044,1655,RIO GRANDE DO NORTE,Olho-D'Água do Borges,2010,19422.43554688,4578,4242.56005859,1,8.4,2999,252
3210,1656,RIO GRANDE DO NORTE,Lagoa de Velhos,2010,14934.08105469,2789,5354.64013672,1,9.6,2078,199
1629,1657,MARANHÃO,Junco do Maranhão,2010,28271.05273438,3950,7157.22998047,1,6.9,2765,191
3484,1658,MARANHÃO,Lago do Junco,2010,38999.54296875,9888,3944.12988281,1,6.1,7367,449
4989,1659,MARANHÃO,Lago Verde,2010,54978.83203125,15103,3640.26000977,1,5.8,11252,653
2019,1660,MARANHÃO,Lagoa do Mato,2010,36639.984375,10639,3443.92993164,1,6.1,7447,454
3914,1661,MARANHÃO,Lago dos Rodrigues,2010,44755.63671875,7940,5636.72998047,1,7.4,5915,438
4259,1662,MARANHÃO,Lagoa Grande do Maranhão,2010,37487.35546875,9363,4003.7800293,1,7.6,5711,434
2384,1663,MARANHÃO,Lajeado Novo,2010,31862.96679688,6937,4593.18994141,1,5.9,4232,250
1369,1664,MARANHÃO,Lima Campos,2010,41257.61328125,11794,3498.18994141,1,7.1,7194,511
4536,1665,MARANHÃO,Loreto,2010,83674.0859375,10701,7819.27978516,1,6.1,6528,398
1097,1666,GOIÁS,Goiânia,2010,21386530,1281975,16682.49023438,2,4.8,955071,45843
3725,1667,RIO GRANDE DO NORTE,Ouro Branco,2010,28777.16796875,5166,5570.49023438,1,8.7,3616,315
1674,1668,RIO GRANDE DO NORTE,Severiano Melo,2010,26589.734375,5224,5089.91992188,1,9.4,3187,300
4910,1669,RIO GRANDE DO NORTE,Riachuelo,2010,29479.8203125,7171,4110.97998047,1,10.2,4374,446
1894,1670,RIO GRANDE DO NORTE,São Rafael,2010,39029.37890625,8357,4670.25976562,1,9.8,5474,536
153,1671,RIO GRANDE DO NORTE,Pedra Preta,2010,12639.96777344,2718,4650.47021484,1,10.7,1903,204
1472,1672,RIO GRANDE DO NORTE,Angicos,2010,58391.62890625,11525,5066.52001953,1,8.9,7030,626
2899,1673,RIO GRANDE DO NORTE,Jardim do Seridó,2010,63020.53515625,12384,5088.87011719,1,9.4,8669,815
2909,1674,RIO GRANDE DO NORTE,Santana do Matos,2010,61293.671875,14544,4214.35986328,1,10.2,10181,1038
2577,1675,RIO GRANDE DO NORTE,Tenente Ananias,2010,39965.72265625,9655,4139.37988281,1,10.6,6759,716
239,1676,RIO GRANDE DO NORTE,Messias Targino,2010,21696.81640625,3923,5530.66992188,1,4,2393,96
2209,1677,RIO GRANDE DO NORTE,Pedro Velho,2010,59598.796875,14118,4221.47998047,1,10.6,9247,980
1054,1678,RIO GRANDE DO NORTE,São Vicente,2010,25894.69335938,6023,4299.29980469,1,10.7,4216,451
981,1679,SÃO PAULO,São Bernardo do Campo,2010,28935768,810979,35680.05078125,3,6.6,531191,35059
2572,1680,SÃO PAULO,São Caetano do Sul,2010,8920202,152093,58649.6484375,4,7.8,99621,7770
566,1681,RIO GRANDE DO NORTE,Lagoa D'Anta,2010,28359.14257812,6164,4600.77001953,1,10.1,4037,408
1761,1682,RIO GRANDE DO NORTE,Major Sales,2010,15742.34960938,3631,4335.54003906,1,9.7,2215,215
1121,1683,RIO GRANDE DO NORTE,Patu,2010,48704.7890625,11671,4173.14990234,1,9.2,7119,655
1856,1684,RIO GRANDE DO NORTE,Alexandria,2010,61343.26953125,14151,4334.91015625,1,10.1,10542,1065
2053,1685,RIO GRANDE DO NORTE,Caicó,2010,484225.84375,63006,7685.39013672,1,10,44104,4410
4928,1686,RIO GRANDE DO NORTE,Florânia,2010,41976.34375,8487,4945.95996094,1,8.4,6323,531
3895,1687,RIO DE JANEIRO,Rio das Ostras,2010,4480098.5,96622,46367.26953125,3,8.7,67635,5884
1685,1688,RIO DE JANEIRO,Porto Real,2010,3502626.5,16253,215506.453125,5,9.4,12108,1138
1665,1689,MARANHÃO,Santa Quitéria do Maranhão,2010,92080.375,29551,3115.97998047,1,6.2,18026,1118
3763,1690,RIO DE JANEIRO,Campos dos Goytacazes,2010,19581276,434008,45117.3203125,3,7.3,264745,19326
4668,1691,RIO GRANDE DO NORTE,Coronel Ezequiel,2010,24485.14453125,5399,4535.12988281,1,9.5,3779,359
1348,1692,RIO GRANDE DO NORTE,Santa Cruz,2010,158790.6875,35095,4524.60009766,1,8.8,22987,2023
805,1693,RIO GRANDE DO NORTE,Monte Alegre,2010,93939.8125,21448,4379.89013672,1,8.8,13083,1151
1560,1694,RIO GRANDE DO NORTE,Januário Cicco,2010,39116.64453125,8629,4533.16015625,1,10,6429,643
2114,1695,RIO GRANDE DO NORTE,Portalegre,2010,29353.125,7082,4144.75,1,9.7,4957,481
1879,1696,RIO GRANDE DO NORTE,Francisco Dantas,2010,14319.33789062,3008,4760.41992188,1,9.4,2241,211
1643,1697,MARANHÃO,Luís Domingues,2010,28483.0703125,6997,4070.75,1,6,4898,294
1581,1698,MARANHÃO,Magalhães de Almeida,2010,59104.46484375,14808,3991.38989258,1,6.3,11032,695
4420,1699,MARANHÃO,Maracaçumé,2010,65045.10546875,18414,3532.37011719,1,6.4,12890,825
2993,1700,MARANHÃO,Marajá do Sena,2010,35996.2109375,6954,5176.33007812,1,7.7,4555,351
764,1701,MARANHÃO,Maranhãozinho,2010,56887.16796875,12684,4484.95019531,1,5.8,7737,449
2004,1702,MARANHÃO,Mata Roma,2010,57988.171875,14491,4001.66992188,1,5.3,9492,503
1083,1703,MARANHÃO,Matinha,2010,59626.1484375,21204,2812.02001953,1,6.8,13889,944
980,1704,MARANHÃO,Matões,2010,80207.625,29386,2729.44995117,1,6.3,20570,1296
3296,1705,MARANHÃO,Matões do Norte,2010,37177.8984375,11295,3291.54003906,1,5.7,7906,451
3756,1706,RIO GRANDE DO NORTE,Lajes,2010,44814.03125,10865,4124.62011719,1,8.6,7605,654
5008,1707,RIO GRANDE DO NORTE,Felipe Guerra,2010,50226.83203125,5875,8549.25,1,9.3,3848,358
4840,1708,RIO GRANDE DO NORTE,Caraúbas,2010,156053.3125,20471,7623.14013672,1,9.5,12487,1186
1946,1709,RIO GRANDE DO NORTE,Várzea,2010,22491.91796875,5475,4108.10986328,1,9.3,4079,379
3295,1710,RIO GRANDE DO NORTE,Bento Fernandes,2010,27000.75195312,5199,5193.45019531,1,9.2,3639,335
3692,1711,ESPIRITO SANTO,Itaguaçu,2010,144087.3125,14171,10167.75976562,2,8.2,10557,866
4662,1712,RIO GRANDE DO NORTE,Grossos,2010,92027.8671875,9886,9308.91015625,1,9.8,7365,722
1172,1713,CEARÁ,Miraíma,2010,37922.73046875,12737,2977.37011719,1,4.3,9489,408
559,1714,CEARÁ,Missão Velha,2010,136965.046875,35135,3898.25,1,6.3,23013,1450
3071,1715,RIO GRANDE DO NORTE,Lajes Pintadas,2010,19073.09375,4309,4426.33984375,1,10.8,2628,284
5472,1716,RIO GRANDE DO NORTE,Jaçanã,2010,33762.64453125,8045,4196.72021484,1,8.6,5269,453
3164,1717,RIO GRANDE DO NORTE,Luís Gomes,2010,38557.828125,10144,3801.05004883,1,10.1,7101,717
2349,1718,RIO GRANDE DO NORTE,Poço Branco,2010,51087.0703125,12673,4031.16992188,1,10.3,9441,972
893,1719,MARANHÃO,Milagres do Maranhão,2010,34294.28515625,7854,4366.47021484,1,5.6,5851,328
3647,1720,MARANHÃO,Paraibano,2010,60119.0625,20255,2968.11010742,1,5.8,14179,822
4785,1721,MARANHÃO,Parnarama,2010,120248.4140625,36300,3312.62988281,1,7.7,22143,1705
3188,1722,MARANHÃO,Passagem Franca,2010,61833.859375,17898,3454.79003906,1,7.4,12529,927
4240,1723,CEARÁ,Mombaça,2010,142849.078125,46728,3057.0300293,1,5.5,34812,1915
4277,1724,CEARÁ,Monsenhor Tabosa,2010,55848.71484375,17178,3251.17993164,1,5.6,12798,717
3137,1725,CEARÁ,Morada Nova,2010,351117.84375,63126,5562.16992188,1,6.2,44188,2740
4139,1726,CEARÁ,Moraújo,2010,27293.93945312,8538,3196.76000977,1,5.2,5208,271
1620,1727,CEARÁ,Morrinhos,2010,68998.65625,22695,3040.26000977,1,4,13844,554
203,1728,RIO GRANDE DO NORTE,Viçosa,2010,8834.24511719,1856,4759.83007812,1,10.8,1299,140
4609,1729,RIO GRANDE DO NORTE,São João do Sabugi,2010,30413.1796875,5953,5108.87988281,1,9.6,4167,400
3836,1730,RIO GRANDE DO NORTE,Serra de São Bento,2010,19798.83007812,5973,3314.7199707,1,9.5,4181,397
2538,1731,RIO GRANDE DO NORTE,Rodolfo Fernandes,2010,19215.06835938,4724,4067.54003906,1,10.8,2882,311
4978,1732,GOIÁS,Anhanguera,2010,8194.40429688,1018,8049.50976562,1,5.7,621,35
2852,1733,SÃO PAULO,Jaguariúna,2010,2714575.75,41107,66036.8203125,4,6.2,26925,1669
4197,1734,RIO GRANDE DO NORTE,Caiçara do Rio do Vento,2010,16797.09375,3185,5273.81005859,1,9.9,2373,235
1291,1735,GOIÁS,Nova Veneza,2010,74443.796875,7240,10282.29003906,2,3.9,4416,172
3922,1736,CEARÁ,Mucambo,2010,45321.98828125,14537,3117.69995117,1,5,10830,542
2124,1737,CEARÁ,Mulungu,2010,46788.59765625,11914,3927.18994141,1,4.6,7804,359
2377,1738,RIO DE JANEIRO,Belford Roxo,2010,4152779.5,501544,8279.99023438,1,9.1,328511,29895
91,1739,MARANHÃO,Presidente Médici,2010,26121.25585938,6363,4105.18017578,1,1,4168,42
4550,1740,MARANHÃO,Presidente Sarney,2010,63821.51171875,16325,3909.42993164,1,6.7,9958,667
1900,1741,MARANHÃO,Presidente Vargas,2010,33425.34375,10191,3279.88989258,1,5.3,7134,378
1962,1742,MARANHÃO,Primeira Cruz,2010,32579.3203125,12493,2607.81005859,1,7.5,8183,614
4564,1743,MARANHÃO,Raposa,2010,100919.5859375,25837,3906.01000977,1,6.4,19249,1232
4451,1744,MARANHÃO,Riachão,2010,151116.203125,21672,6972.87988281,1,5.9,14195,838
5178,1745,MARANHÃO,Ribamar Fiquene,2010,38161.09375,7477,5103.79980469,1,7.4,4561,338
5307,1746,MARANHÃO,Rosário,2010,134819.125,39627,3402.19995117,1,6.4,29522,1889
5148,1747,MARANHÃO,Sambaíba,2010,100500.4921875,6038,16644.66992188,2,6.8,4498,306
4408,1748,MARANHÃO,Santa Filomena do Maranhão,2010,28737.41015625,5804,4951.31005859,1,6.7,4063,272
4297,1749,MARANHÃO,Santa Helena,2010,105130.609375,35472,2963.76000977,1,6.2,26427,1638
4986,1750,MARANHÃO,Santa Inês,2010,421676.125,85701,4920.31982422,1,5.6,63847,3575
78,1751,MARANHÃO,Santa Luzia,2010,243949.921875,71455,3414.04003906,1,7.7,53234,4099
2750,1752,MARANHÃO,Santa Luzia do Paruá,2010,160432.453125,20190,7946.12988281,1,5.8,13224,767
4734,1753,MARANHÃO,Santa Rita,2010,99755.2421875,32872,3034.65991211,1,6.3,24490,1543
3361,1754,SÃO PAULO,São Pedro,2028,348302.53125,31575,11030.95996094,2,5.7,20682,1179
1890,1755,RIO GRANDE DO NORTE,Santana do Seridó,2010,15413.375,2858,5393.06005859,1,10.8,1743,188
2587,1756,RIO GRANDE DO NORTE,Santa Maria,2010,21702.828125,4915,4415.62988281,1,8.8,3219,283
3793,1757,RIO GRANDE DO NORTE,Jardim de Angicos,2010,12700.25195312,2598,4888.47021484,1,10.5,1702,179
959,1758,RIO GRANDE DO NORTE,Itajá,2010,34752.63671875,6629,5242.52001953,1,9.3,4640,432
5456,1759,RIO GRANDE DO NORTE,Frutuoso Gomes,2010,20236.62304688,4468,4529.24023438,1,10.5,2927,307
4643,1760,RIO GRANDE DO NORTE,Antônio Martins,2010,29558.55664062,7245,4079.86010742,1,10.1,5398,545
1366,1761,RIO GRANDE DO NORTE,Brejinho,2010,57726.13671875,11585,4982.83007812,1,10,7067,707
536,1762,RIO GRANDE DO NORTE,Marcelino Vieira,2010,36583.6171875,8331,4391.25976562,1,10.6,6207,658
3722,1763,RIO GRANDE DO NORTE,São José do Seridó,2010,27033.29296875,4066,6648.62011719,1,8.7,2663,232
97,1764,RIO GRANDE DO NORTE,Rafael Godeiro,2010,14798.20410156,3251,4551.89013672,1,9.3,2276,212
2555,1765,RIO GRANDE DO NORTE,Sítio Novo,2010,22295.30859375,5471,4075.17993164,1,10.4,3830,398
5287,1766,SÃO PAULO,Porto Feliz,2010,773413.9375,47964,16124.87988281,2,7.6,31416,2388
3508,1767,SÃO PAULO,Salto de Pirapora,,479193.375,39616,12095.95996094,2,7,29514,2066
3885,1768,SÃO PAULO,Sorocaba,2010,14182597,584313,24272.25976562,3,5.7,382725,21815
3118,1769,SÃO PAULO,Votorantim,2010,1810173.375,105193,17208.11914062,2,7.2,78369,5643
3673,1770,MARANHÃO,Mirador,2010,97021.4921875,19991,4853.25976562,1,6,13994,840
1013,1771,MARANHÃO,Miranda do Norte,2010,63276.82421875,18494,3421.47998047,1,6.9,12946,893
2983,1772,MARANHÃO,Mirinzal,2010,39531.5546875,14311,2762.32006836,1,7.3,10018,731
3365,1773,MARANHÃO,Monção,2010,94031.5234375,28602,3287.59008789,1,5.6,18734,1049
4306,1774,MARANHÃO,Montes Altos,2010,34996.8828125,8914,3926.06005859,1,7.1,6641,472
164,1775,MARANHÃO,Morros,2010,48157.7734375,17916,2687.97998047,1,5.9,10929,645
911,1776,MARANHÃO,Nina Rodrigues,2010,33562.359375,10527,3188.2199707,1,7.5,6895,517
2476,1777,MARANHÃO,Nova Colinas,2010,22907.2890625,5094,4496.91992188,1,7.4,3337,247
3683,1778,MARANHÃO,Nova Iorque,2010,16706.12890625,5087,3284.08007812,1,5.8,3332,193
3862,1779,MARANHÃO,Nova Olinda do Maranhão,2010,77139.328125,17835,4325.16992188,1,7.4,12485,924
3583,1780,MARANHÃO,Olho D'Água das Cunhãs,2010,67412.1640625,17923,3761.20996094,1,5.5,10933,601
2698,1781,MARANHÃO,Olinda Nova do Maranhão,2010,35572.08203125,12684,2804.47998047,1,7,9450,662
2196,1782,MARANHÃO,Paço do Lumiar,2010,291564.46875,103958,2804.63989258,1,6.9,72771,5021
5030,1783,MARANHÃO,Palmeirândia,2010,66771.796875,18772,3556.98999023,1,7.3,11451,836
2659,1784,RIO GRANDE DO NORTE,Paraú,2010,15755.61914062,3974,3964.67993164,1,10.5,2603,273
3181,1785,RIO DE JANEIRO,Rio Bonito,2010,834572.375,55051,15159.99023438,2,7.6,41013,3117
3745,1786,RIO DE JANEIRO,Japeri,2010,589030.25,101690,5792.41015625,1,7,62031,4342
1118,1787,RIO GRANDE DO NORTE,Vila Flor,2010,15206.66503906,2745,5539.77001953,1,8.7,1921,167
